FID,LON,LAT,STATION,Name
41102900,105.66105651855469,34.9000244140625,Qin An                          ,秦安                          
41103800,105.68385314941406,34.57511520385742,Tian Shui                          ,天水                          
41103500,106.12589263916016,35.62214660644531,Long De                          ,隆德                          
41100600,107.04875946044922,34.38152313232422,Lin Jiacun                        ,林家村                        
41100900,107.74919891357422,34.300086975097656,Wei Jiabao                        ,魏家堡                        
41100300,104.88435363769531,34.733062744140625,Wu Shan                          ,武山                          
